datetime,latitude,longitude,altitude
2026-04-04T13:00:00Z,-25.35183,-51.48156,0.0
2026-04-04T13:01:00Z,-25.35212,-51.48079,245.4
2026-04-04T13:02:00Z,-25.35242,-51.48001,490.8
2026-04-04T13:03:00Z,-25.35271,-51.47924,736.2
2026-04-04T13:04:00Z,-25.35303,-51.47842,981.6
2026-04-04T13:05:00Z,-25.35346,-51.47724,1227.0
2026-04-04T13:06:00Z,-25.35412,-51.47521,1472.4
2026-04-04T13:07:00Z,-25.35491,-51.47258,1717.8
2026-04-04T13:08:00Z,-25.35568,-51.46991,1963.2
2026-04-04T13:09:00Z,-25.35637,-51.46740,2208.6
2026-04-04T13:10:00Z,-25.35698,-51.46503,2454.0
2026-04-04T13:11:00Z,-25.35752,-51.46267,2699.4
2026-04-04T13:12:00Z,-25.35807,-51.46024,2944.8
2026-04-04T13:13:00Z,-25.35866,-51.45773,3190.2
2026-04-04T13:14:00Z,-25.35924,-51.45518,3435.6
2026-04-04T13:15:00Z,-25.35963,-51.45271,3681.0
2026-04-04T13:16:00Z,-25.35957,-51.45044,3926.4
2026-04-04T13:17:00Z,-25.35892,-51.44846,4171.8
2026-04-04T13:18:00Z,-25.35790,-51.44687,4417.2
2026-04-04T13:19:00Z,-25.35675,-51.44572,4662.6
2026-04-04T13:20:00Z,-25.35569,-51.44504,4908.0
2026-04-04T13:21:00Z,-25.35478,-51.44472,5153.4
2026-04-04T13:22:00Z,-25.35400,-51.44467,5398.8
2026-04-04T13:23:00Z,-25.35332,-51.44481,5644.2
2026-04-04T13:24:00Z,-25.35267,-51.44514,5889.6
2026-04-04T13:25:00Z,-25.35188,-51.44570,6135.0
2026-04-04T13:26:00Z,-25.35078,-51.44658,6380.4
2026-04-04T13:27:00Z,-25.34895,-51.44810,6625.8
2026-04-04T13:28:00Z,-25.34622,-51.45018,6871.2
2026-04-04T13:29:00Z,-25.34241,-51.45246,7116.6
2026-04-04T13:30:00Z,-25.33776,-51.45470,7362.0
2026-04-04T13:31:00Z,-25.33261,-51.45664,7607.4
2026-04-04T13:32:00Z,-25.32719,-51.45835,7852.8
2026-04-04T13:33:00Z,-25.32168,-51.45986,8098.2
2026-04-04T13:34:00Z,-25.31613,-51.46122,8343.6
2026-04-04T13:35:00Z,-25.31058,-51.46246,8589.0
2026-04-04T13:36:00Z,-25.30501,-51.46358,8834.4
2026-04-04T13:37:00Z,-25.29941,-51.46457,9079.8
2026-04-04T13:38:00Z,-25.29389,-51.46531,9325.2
2026-04-04T13:39:00Z,-25.28855,-51.46567,9570.6
2026-04-04T13:40:00Z,-25.28341,-51.46566,9816.0
2026-04-04T13:41:00Z,-25.27848,-51.46537,10061.4
2026-04-04T13:42:00Z,-25.27375,-51.46480,10306.8
2026-04-04T13:43:00Z,-25.26905,-51.46395,10552.2
2026-04-04T13:44:00Z,-25.26427,-51.46279,10797.6
2026-04-04T13:45:00Z,-25.25940,-51.46132,11043.0
2026-04-04T13:46:00Z,-25.25446,-51.45943,11288.4
2026-04-04T13:47:00Z,-25.24945,-51.45711,11533.8
2026-04-04T13:48:00Z,-25.24439,-51.45436,11779.2
2026-04-04T13:49:00Z,-25.23933,-51.45120,12024.6
2026-04-04T13:50:00Z,-25.23425,-51.44763,12270.0
2026-04-04T13:51:00Z,-25.22916,-51.44365,12515.4
2026-04-04T13:52:00Z,-25.22395,-51.43934,12760.8
2026-04-04T13:53:00Z,-25.21862,-51.43469,13006.2
2026-04-04T13:54:00Z,-25.21319,-51.42974,13251.6
2026-04-04T13:55:00Z,-25.20789,-51.42498,13497.0
2026-04-04T13:56:00Z,-25.20285,-51.42074,13742.4
2026-04-04T13:57:00Z,-25.19808,-51.41702,13987.8
2026-04-04T13:58:00Z,-25.19358,-51.41380,14233.2
2026-04-04T13:59:00Z,-25.18929,-51.41072,14478.6
2026-04-04T14:00:00Z,-25.18520,-51.40764,14724.0
2026-04-04T14:01:00Z,-25.18130,-51.40455,14969.4
2026-04-04T14:02:00Z,-25.17760,-51.40146,15214.8
2026-04-04T14:03:00Z,-25.17411,-51.39849,15460.2
2026-04-04T14:04:00Z,-25.17081,-51.39586,15705.6
2026-04-04T14:05:00Z,-25.16773,-51.39361,15951.0
2026-04-04T14:06:00Z,-25.16486,-51.39171,16196.4
2026-04-04T14:07:00Z,-25.16221,-51.39018,16441.8
2026-04-04T14:08:00Z,-25.15978,-51.38902,16687.2
2026-04-04T14:09:00Z,-25.15768,-51.38824,16932.6
2026-04-04T14:10:00Z,-25.15590,-51.38785,17178.0
2026-04-04T14:11:00Z,-25.15446,-51.38785,17423.4
