datetime,latitude,longitude,altitude
2026-03-26T13:00:00Z,-25.55980,-48.30600,1030.0
2026-03-26T13:01:00Z,-25.56181,-48.30709,1275.4
2026-03-26T13:02:00Z,-25.56437,-48.30806,1520.8
2026-03-26T13:03:00Z,-25.56729,-48.30883,1766.2
2026-03-26T13:04:00Z,-25.57046,-48.30944,2011.6
2026-03-26T13:05:00Z,-25.57381,-48.30996,2257.0
2026-03-26T13:06:00Z,-25.57733,-48.31045,2502.4
2026-03-26T13:07:00Z,-25.58096,-48.31098,2747.8
2026-03-26T13:08:00Z,-25.58462,-48.31160,2993.2
2026-03-26T13:09:00Z,-25.58820,-48.31241,3238.6
2026-03-26T13:10:00Z,-25.59158,-48.31348,3484.0
2026-03-26T13:11:00Z,-25.59470,-48.31482,3729.4
2026-03-26T13:12:00Z,-25.59751,-48.31644,3974.8
2026-03-26T13:13:00Z,-25.60003,-48.31829,4220.2
2026-03-26T13:14:00Z,-25.60231,-48.32037,4465.6
2026-03-26T13:15:00Z,-25.60437,-48.32267,4711.0
2026-03-26T13:16:00Z,-25.60625,-48.32517,4956.4
2026-03-26T13:17:00Z,-25.60801,-48.32787,5201.8
2026-03-26T13:18:00Z,-25.60975,-48.33079,5447.2
2026-03-26T13:19:00Z,-25.61157,-48.33398,5692.6
2026-03-26T13:20:00Z,-25.61358,-48.33746,5938.0
2026-03-26T13:21:00Z,-25.61566,-48.34113,6183.4
2026-03-26T13:22:00Z,-25.61772,-48.34494,6428.8
2026-03-26T13:23:00Z,-25.61952,-48.34877,6674.2
2026-03-26T13:24:00Z,-25.62108,-48.35265,6919.6
2026-03-26T13:25:00Z,-25.62248,-48.35669,7165.0
2026-03-26T13:26:00Z,-25.62367,-48.36077,7410.4
2026-03-26T13:27:00Z,-25.62464,-48.36477,7655.8
2026-03-26T13:28:00Z,-25.62521,-48.36856,7901.2
2026-03-26T13:29:00Z,-25.62526,-48.37204,8146.6
2026-03-26T13:30:00Z,-25.62475,-48.37536,8392.0
2026-03-26T13:31:00Z,-25.62362,-48.37858,8637.4
2026-03-26T13:32:00Z,-25.62213,-48.38194,8882.8
2026-03-26T13:33:00Z,-25.62042,-48.38558,9128.2
2026-03-26T13:34:00Z,-25.61850,-48.38965,9373.6
2026-03-26T13:35:00Z,-25.61637,-48.39433,9619.0
2026-03-26T13:36:00Z,-25.61395,-48.39967,9864.4
2026-03-26T13:37:00Z,-25.61098,-48.40595,10109.8
2026-03-26T13:38:00Z,-25.60743,-48.41317,10355.2
2026-03-26T13:39:00Z,-25.60343,-48.42124,10600.6
2026-03-26T13:40:00Z,-25.59909,-48.43009,10846.0
2026-03-26T13:41:00Z,-25.59449,-48.43967,11091.4
2026-03-26T13:42:00Z,-25.59044,-48.44955,11336.8
2026-03-26T13:43:00Z,-25.58706,-48.45967,11582.2
2026-03-26T13:44:00Z,-25.58437,-48.46996,11827.6
2026-03-26T13:45:00Z,-25.58238,-48.48011,12073.0
2026-03-26T13:46:00Z,-25.58108,-48.49010,12318.4
2026-03-26T13:47:00Z,-25.58045,-48.49994,12563.8
2026-03-26T13:48:00Z,-25.58021,-48.50990,12809.2
2026-03-26T13:49:00Z,-25.58031,-48.52004,13054.6
2026-03-26T13:50:00Z,-25.58076,-48.53034,13300.0
2026-03-26T13:51:00Z,-25.58150,-48.54049,13545.4
2026-03-26T13:52:00Z,-25.58247,-48.55010,13790.8
2026-03-26T13:53:00Z,-25.58366,-48.55915,14036.2
2026-03-26T13:54:00Z,-25.58507,-48.56763,14281.6
2026-03-26T13:55:00Z,-25.58626,-48.57569,14527.0
2026-03-26T13:56:00Z,-25.58686,-48.58347,14772.4
2026-03-26T13:57:00Z,-25.58687,-48.59098,15017.8
2026-03-26T13:58:00Z,-25.58628,-48.59823,15263.2
2026-03-26T13:59:00Z,-25.58527,-48.60526,15508.6
2026-03-26T14:00:00Z,-25.58468,-48.61226,15754.0
2026-03-26T14:01:00Z,-25.58458,-48.61925,15999.4
2026-03-26T14:02:00Z,-25.58498,-48.62620,16244.8
2026-03-26T14:03:00Z,-25.58587,-48.63312,16490.2
2026-03-26T14:04:00Z,-25.58721,-48.63998,16735.6
2026-03-26T14:05:00Z,-25.58855,-48.64678,16981.0
2026-03-26T14:06:00Z,-25.58974,-48.65352,17226.4
2026-03-26T14:07:00Z,-25.59077,-48.66020,17471.8
2026-03-26T14:08:00Z,-25.59168,-48.66684,17717.2
2026-03-26T14:09:00Z,-25.59246,-48.67344,17962.6
2026-03-26T14:10:00Z,-25.59312,-48.68002,18208.0
2026-03-26T14:11:00Z,-25.59367,-48.68658,18453.4
2026-03-26T14:12:00Z,-25.59412,-48.69314,18698.8
2026-03-26T14:13:00Z,-25.59452,-48.69956,18944.2
2026-03-26T14:14:00Z,-25.59491,-48.70574,19189.6
2026-03-26T14:15:00Z,-25.59526,-48.71165,19435.0
2026-03-26T14:16:00Z,-25.59557,-48.71731,19680.4
2026-03-26T14:17:00Z,-25.59584,-48.72270,19925.8
2026-03-26T14:18:00Z,-25.59605,-48.72781,20171.2
